19108315082
0, 14, 16, 6, 0, 1, 8, 4, 514
1, 14, 16, 2, 3, 2, 8, 3, 512
2, 15, 15, 1, 3, 1, 0, 4, 514
3, 19, 11, 4, 2, 3, 0, 1, 513
4, 20, 10, 2, 3, 1, 8, 2, 513
5, 14, 16, 5, 0, 1, 0, 2, 514
6, 14, 16, 4, 2, 3, 8, 4, 513
7, 13, 17, 1, 3, 1, 0, 3, 514
8, 20, 10, 4, 2, 0, 0, 2, 514
9, 20, 10, 1, 3, 2, 0, 1, 514
10, 20, 10, 6, 0, 2, 0, 3, 513
11, 13, 17, 6, 0, 2, 8, 3, 514
12, 18, 12, 3, 1, 3, 8, 4, 513
13, 20, 10, 1, 3, 2, 0, 2, 514
14, 22, 8, 6, 0, 1, 8, 2, 512
15, 21, 9, 6, 0, 1, 0, 2, 514
16, 21, 9, 2, 3, 2, 0, 3, 514
17, 13, 17, 5, 0, 2, 8, 3, 513
18, 21, 9, 2, 3, 1, 0, 3, 514
19, 14, 16, 6, 0, 1, 0, 2, 514
20, 25, 5, 5, 0, 1, 0, 1, 511
21, 19, 11, 3, 2, 0, 0, 2, 514
22, 20, 10, 4, 1, 0, 0, 2, 514
23, 18, 12, 4, 1, 0, 0, 2, 513
24, 18, 12, 5, 0, 2, 9, 1, 514
25, 15, 15, 6, 0, 2, 0, 2, 512
26, 13, 17, 4, 1, 0, 9, 2, 511
27, 12, 18, 3, 1, 0, 0, 3, 514
28, 23, 7, 1, 3, 2, 8, 2, 513
29, 21, 9, 6, 0, 2, 8, 1, 512
30, 23, 7, 5, 0, 1, 8, 2, 514
31, 20, 10, 3, 1, 0, 9, 1, 514
