19108303451
0, 19, 11, 1, 3, 1, 0, 3, 514
1, 21, 9, 6, 0, 1, 0, 2, 514
2, 25, 5, 1, 3, 2, 8, 2, 512
3, 18, 12, 1, 3, 1, 0, 2, 514
4, 19, 11, 4, 1, 3, 0, 2, 514
5, 18, 12, 4, 2, 0, 1, 4, 514
6, 17, 13, 4, 2, 3, 9, 1, 513
7, 21, 9, 3, 1, 0, 1, 3, 514
8, 19, 11, 6, 0, 1, 8, 3, 509
9, 15, 15, 3, 2, 0, 1, 4, 514
10, 18, 12, 4, 1, 0, 0, 4, 510
11, 14, 16, 6, 0, 1, 8, 3, 513
12, 21, 9, 3, 1, 3, 8, 2, 514
13, 19, 11, 6, 0, 2, 0, 2, 514
14, 19, 11, 1, 3, 1, 0, 3, 513
15, 20, 10, 5, 0, 1, 0, 2, 512
16, 19, 11, 3, 2, 0, 8, 2, 514
17, 23, 7, 5, 0, 2, 0, 2, 514
18, 23, 7, 3, 1, 0, 0, 3, 514
19, 25, 5, 1, 3, 3, 8, 1, 511
20, 14, 16, 5, 0, 2, 8, 3, 514
21, 19, 11, 4, 2, 1, 1, 3, 514
22, 18, 12, 6, 0, 1, 9, 2, 513
23, 21, 9, 2, 3, 3, 8, 3, 513
24, 21, 9, 5, 0, 2, 0, 2, 513
25, 23, 7, 1, 3, 3, 1, 2, 514
26, 26, 4, 4, 1, 2, 8, 2, 514
27, 21, 9, 3, 1, 2, 1, 2, 514
28, 20, 10, 4, 2, 1, 8, 2, 514
29, 22, 8, 2, 3, 3, 1, 3, 509
30, 22, 8, 2, 3, 3, 8, 2, 513
31, 24, 6, 5, 0, 3, 0, 2, 514
