18194815041
0, 13, 17, 4, 1, 3, 8, 2, 511
1, 13, 17, 4, 1, 3, 1, 4, 512
2, 11, 19, 1, 3, 2, 1, 4, 512
3, 16, 14, 4, 1, 0, 8, 2, 513
4, 18, 12, 4, 2, 0, 0, 1, 514
5, 12, 18, 4, 2, 0, 1, 4, 510
6, 10, 20, 2, 3, 2, 1, 4, 514
7, 16, 14, 1, 3, 1, 0, 2, 512
8, 9, 21, 6, 0, 1, 0, 3, 514
9, 20, 10, 1, 3, 2, 1, 3, 514
10, 5, 25, 2, 3, 1, 1, 5, 514
11, 20, 10, 1, 3, 1, 0, 2, 512
12, 19, 11, 5, 0, 1, 0, 2, 513
13, 18, 12, 5, 0, 1, 0, 3, 514
14, 21, 9, 4, 1, 0, 0, 2, 513
15, 19, 11, 5, 0, 1, 0, 2, 514
16, 21, 9, 1, 3, 2, 1, 3, 514
17, 21, 9, 2, 3, 2, 1, 3, 514
18, 13, 17, 1, 3, 1, 1, 4, 513
19, 18, 12, 5, 0, 1, 1, 4, 514
20, 20, 10, 2, 3, 2, 1, 3, 514
21, 22, 8, 3, 2, 0, 0, 2, 513
22, 15, 15, 6, 0, 1, 0, 2, 514
23, 19, 11, 4, 1, 1, 1, 4, 514
24, 22, 8, 3, 2, 0, 8, 2, 514
25, 21, 9, 6, 0, 2, 0, 3, 514
26, 11, 19, 1, 3, 3, 1, 4, 512
27, 14, 16, 4, 1, 2, 0, 4, 514
28, 18, 12, 4, 2, 1, 0, 2, 513
29, 21, 9, 6, 0, 2, 8, 3, 514
30, 13, 17, 1, 3, 3, 0, 3, 514
31, 22, 8, 3, 1, 2, 0, 3, 514
