19108309762
0, 18, 12, 3, 1, 1, 0, 3, 514
1, 20, 10, 6, 0, 0, 0, 2, 512
2, 13, 17, 4, 2, 1, 0, 4, 514
3, 14, 16, 6, 0, 0, 0, 4, 514
4, 12, 18, 3, 1, 1, 8, 4, 514
5, 9, 21, 5, 0, 0, 0, 4, 514
6, 14, 16, 2, 3, 2, 0, 3, 513
7, 13, 17, 5, 0, 0, 0, 4, 514
8, 22, 8, 4, 1, 2, 0, 1, 514
9, 23, 7, 1, 3, 1, 0, 1, 513
10, 24, 6, 2, 3, 2, 0, 2, 514
11, 22, 8, 1, 3, 2, 0, 2, 514
12, 19, 11, 4, 1, 3, 0, 2, 512
13, 20, 10, 2, 3, 1, 0, 3, 514
14, 11, 19, 5, 0, 0, 9, 2, 514
15, 23, 7, 1, 3, 2, 9, 1, 514
16, 20, 10, 4, 1, 3, 0, 2, 514
17, 18, 12, 3, 1, 2, 0, 3, 513
18, 14, 16, 3, 2, 1, 0, 3, 514
19, 21, 9, 1, 3, 2, 8, 2, 514
20, 20, 10, 1, 3, 1, 8, 2, 512
21, 13, 17, 2, 3, 2, 0, 2, 512
22, 19, 11, 1, 3, 2, 0, 3, 511
23, 24, 6, 4, 2, 3, 0, 2, 510
24, 22, 8, 1, 3, 1, 8, 2, 513
25, 24, 6, 4, 2, 0, 0, 2, 514
26, 20, 10, 1, 3, 2, 8, 3, 514
27, 26, 4, 1, 3, 1, 8, 2, 514
28, 21, 9, 1, 3, 1, 8, 2, 514
29, 22, 8, 4, 2, 0, 0, 2, 513
30, 23, 7, 1, 3, 2, 9, 2, 514
31, 19, 11, 1, 3, 1, 0, 3, 514
