20403317322
0,0.965127
1,0.965127
2,0.965127
3,0.965127
4,0.965127
5,0.965127
6,0.965127
7,0.965127
8,0.965127
9,0.965127
10,0.965127
11,0.965127
12,0.965127
13,0.965127
14,0.965127
15,0.965127
16,0.965127
17,0.965127
18,0.965127
19,0.965127
20,0.965127
21,0.965127
22,0.965127
23,0.965127
24,0.965127
25,0.965127
26,0.965127
27,0.965127
28,0.965127
29,0.965127
30,0.965127
31,0.965127
32,0.965127
33,0.965127
34,0.965127
35,0.965127
36,0.965127
37,0.965127
38,0.965127
39,0.965127
40,0.965127
41,0.965127
42,0.965127
43,0.965127
44,0.965127
45,0.965127
46,0.965127
47,0.965127
48,0.965127
49,0.965127
50,0.965127
51,0.965127
52,0.965127
53,0.965127
54,0.965127
55,0.965127
56,0.965127
57,0.965127
58,0.965127
59,0.965127
60,0.965127
61,0.965127
62,0.965127
63,0.965127
64,0.965127
65,0.965127
66,0.965127
67,0.965127
68,0.965127
69,0.965127
70,0.965127
71,0.965127
72,0.965127
73,0.965127
74,0.965127
75,0.965127
76,0.965127
77,0.965127
78,0.965127
79,0.965127
80,0.965127
81,0.965127
82,0.965127
83,0.965127
84,0.965127
85,0.965127
86,0.965127
87,0.965127
88,0.965127
89,0.965127
90,0.965127
91,0.965127
92,0.965127
93,0.965127
94,0.965127
95,0.965127
96,0.965127
97,0.965127
98,0.965127
99,0.965127
100,0.965127
101,0.965127
102,0.965127
103,0.965127
104,0.965127
105,0.965127
106,0.965127
107,0.965127
108,0.965127
109,0.965127
110,0.965127
111,0.965127
112,0.965127
113,0.965127
114,0.965127
115,0.965127
116,0.965127
117,0.965127
118,0.965127
119,0.965127
120,0.965127
121,0.965127
122,0.965127
123,0.965127
124,0.965127
125,0.965127
126,0.965127
127,0.965127
128,0.965127
129,0.965127
130,0.965127
131,0.965127
132,0.965127
133,0.965127
134,0.965127
135,0.965127
136,0.965127
137,0.965127
138,0.965127
139,0.965127
140,0.965127
141,0.965127
142,0.965127
143,0.965127
144,0.965127
145,0.965127
146,0.965127
147,0.965127
148,0.965127
149,0.965127
150,0.965127
151,0.965127
152,0.965127
153,0.965127
154,0.965127
155,0.965127
156,0.965127
157,0.965127
158,0.965127
159,0.965127
160,0.965127
161,0.965127
162,0.965127
163,0.965127
164,0.965127
165,0.965127
166,0.965127
167,0.965127
168,0.965127
169,0.965127
170,0.965127
171,0.965127
172,0.965127
173,0.965127
174,0.965127
175,0.965127
176,0.965127
177,0.965127
178,0.965127
179,0.965127
180,0.965127
181,0.965127
182,0.965127
183,0.965127
184,0.965127
185,0.965127
186,0.965127
187,0.965127
188,0.965127
189,0.965127
190,0.965127
191,0.965127
192,0.965127
193,0.965127
194,0.965127
195,0.965127
196,0.965127
197,0.965127
198,0.965127
199,0.965127
200,0.965127
201,0.965127
202,0.965127
203,0.965127
204,0.965127
205,0.965127
206,0.965127
207,0.965127
208,0.965127
209,0.965127
210,0.965127
211,0.965127
212,0.965127
213,0.965127
214,0.965127
215,0.965127
216,0.965127
217,0.965127
218,0.965127
219,0.965127
220,0.965127
221,0.965127
222,0.965127
223,0.965127
224,0.965127
225,0.965127
226,0.965127
227,0.965127
228,0.965127
229,0.965127
230,0.965127
231,0.965127
232,0.965127
233,0.965127
234,0.965127
235,0.965127
236,0.965127
237,0.965127
238,0.965127
239,0.965127
240,0.965127
241,0.965127
242,0.965127
243,0.965127
244,0.965127
245,0.965127
246,0.965127
247,0.965127
248,0.965127
249,0.965127
250,0.965127
251,0.965127
252,0.965127
253,0.965127
254,0.965127
255,0.965127
256,0.965127
257,0.965127
258,0.965127
259,0.965127
260,0.965127
261,0.965127
262,0.965127
263,0.965127
264,0.965127
265,0.965127
266,0.965127
267,0.965127
268,0.965127
269,0.965127
270,0.965127
271,0.965127
272,0.965127
273,0.965127
274,0.965127
275,0.965127
276,0.965127
277,0.965127
278,0.965127
279,0.965127
280,0.965127
281,0.965127
282,0.965127
283,0.965127
284,0.965127
285,0.965127
286,0.965127
287,0.965127
288,0.965127
289,0.965127
290,0.965127
291,0.965127
292,0.965127
293,0.965127
294,0.965127
295,0.965127
296,0.965127
297,0.965127
298,0.965127
299,0.965127
300,0.965127
301,0.965127
302,0.965127
303,0.965127
304,0.965127
305,0.965127
306,0.965127
307,0.965127
308,0.965127
309,0.965127
310,0.965127
311,0.965127
312,0.965127
313,0.965127
314,0.965127
315,0.965127
316,0.965127
317,0.965127
318,0.965127
319,0.965127
320,0.965127
321,0.965127
322,0.965127
323,0.965127
324,0.965127
325,0.965127
326,0.965127
327,0.965127
328,0.965127
329,0.965127
330,0.965127
331,0.965127
332,0.965127
333,0.965127
334,0.965127
335,0.965127
336,0.965127
337,0.965127
338,0.965127
339,0.965127
340,0.965127
341,0.965127
342,0.965127
343,0.965127
344,0.965127
345,0.965127
346,0.965127
347,0.965127
348,0.965127
349,0.965127
350,0.965127
351,0.965127
352,0.965127
353,0.965127
354,0.965127
355,0.965127
356,0.965127
357,0.965127
358,0.965127
359,0.965127
360,0.965127
361,0.965127
362,0.965127
363,0.965127
364,0.965127
365,0.965127
366,0.965127
367,0.965127
368,0.965127
369,0.965127
370,0.965127
371,0.965127
372,0.965127
373,0.965127
374,0.965127
375,0.965127
376,0.965127
377,0.965127
378,0.965127
379,0.965127
380,0.965127
381,0.965127
382,0.965127
383,0.965127
