19108309112
0, 19, 11, 5, 0, 0, 8, 3, 514
1, 19, 11, 2, 3, 1, 0, 3, 509
2, 18, 12, 5, 0, 2, 0, 4, 514
3, 8, 22, 3, 2, 1, 8, 5, 514
4, 13, 17, 5, 0, 0, 8, 4, 514
5, 13, 17, 6, 0, 0, 0, 3, 514
6, 12, 18, 3, 2, 1, 9, 1, 514
7, 19, 11, 6, 0, 0, 0, 2, 513
8, 21, 9, 5, 0, 0, 9, 1, 514
9, 15, 15, 3, 1, 2, 0, 3, 514
10, 16, 14, 3, 2, 1, 0, 4, 513
11, 15, 15, 3, 2, 1, 9, 2, 512
12, 28, 2, 1, 3, 1, 8, 1, 511
13, 21, 9, 3, 1, 2, 0, 3, 514
14, 19, 11, 4, 2, 3, 0, 3, 513
15, 21, 9, 5, 0, 2, 8, 3, 510
16, 22, 8, 2, 3, 1, 8, 3, 514
17, 26, 4, 4, 1, 3, 0, 2, 512
18, 22, 8, 3, 2, 3, 8, 2, 514
19, 19, 11, 6, 0, 2, 9, 2, 512
20, 23, 7, 6, 0, 0, 8, 2, 514
21, 21, 9, 4, 1, 3, 0, 2, 513
22, 19, 11, 4, 1, 0, 9, 2, 514
23, 21, 9, 6, 0, 2, 9, 1, 513
24, 21, 9, 6, 0, 0, 0, 3, 514
25, 18, 12, 3, 1, 3, 9, 2, 513
26, 23, 7, 6, 0, 1, 8, 2, 514
27, 18, 12, 4, 1, 0, 8, 3, 513
28, 20, 10, 6, 0, 0, 8, 2, 512
29, 20, 10, 5, 0, 2, 9, 1, 514
30, 25, 5, 1, 3, 1, 9, 2, 514
31, 20, 10, 2, 3, 1, 9, 2, 514
