19051004592
0, 11, 19, 1, 3, 0, 1, 5, 514
1, 21, 9, 5, 0, 0, 0, 1, 513
2, 22, 8, 4, 2, 1, 1, 4, 514
3, 15, 15, 4, 2, 1, 0, 3, 511
4, 11, 19, 5, 0, 0, 8, 3, 514
5, 19, 11, 1, 3, 1, 0, 2, 514
6, 16, 14, 4, 2, 1, 8, 3, 511
7, 21, 9, 1, 3, 2, 1, 4, 514
8, 22, 8, 5, 0, 0, 8, 1, 514
9, 18, 12, 2, 3, 1, 1, 4, 514
10, 18, 12, 3, 2, 1, 0, 2, 514
11, 19, 11, 1, 3, 2, 0, 2, 513
12, 19, 11, 3, 1, 1, 1, 3, 513
13, 18, 12, 4, 1, 2, 0, 2, 514
14, 19, 11, 3, 2, 1, 1, 4, 512
15, 14, 16, 3, 2, 1, 1, 4, 512
16, 26, 4, 3, 1, 1, 0, 1, 511
17, 20, 10, 3, 1, 2, 0, 2, 514
18, 13, 17, 3, 2, 1, 8, 3, 514
19, 24, 6, 3, 2, 1, 8, 1, 511
20, 18, 12, 2, 3, 1, 0, 2, 513
21, 20, 10, 3, 1, 2, 8, 2, 514
22, 14, 16, 1, 3, 2, 1, 4, 514
23, 12, 18, 1, 3, 1, 0, 3, 514
24, 22, 8, 3, 1, 1, 8, 3, 514
25, 22, 8, 4, 1, 3, 0, 2, 513
26, 13, 17, 1, 3, 2, 1, 4, 512
27, 18, 12, 2, 3, 1, 1, 3, 513
28, 21, 9, 2, 3, 1, 8, 2, 511
29, 14, 16, 4, 1, 3, 0, 2, 514
30, 21, 9, 6, 0, 0, 1, 3, 514
31, 14, 16, 4, 1, 0, 0, 3, 513
