19108309542
0, 14, 16, 2, 3, 2, 1, 4, 514
1, 17, 13, 1, 3, 1, 1, 4, 514
2, 20, 10, 6, 0, 2, 1, 3, 514
3, 21, 9, 5, 0, 2, 1, 5, 513
4, 21, 9, 6, 0, 0, 1, 2, 514
5, 14, 16, 6, 0, 1, 0, 2, 514
6, 14, 16, 5, 0, 1, 1, 3, 514
7, 13, 17, 5, 0, 2, 0, 3, 514
8, 18, 12, 1, 3, 1, 1, 4, 514
9, 21, 9, 1, 3, 2, 1, 4, 514
10, 14, 16, 2, 3, 1, 0, 2, 514
11, 13, 17, 3, 2, 3, 0, 3, 513
12, 23, 7, 1, 3, 2, 0, 1, 511
13, 18, 12, 6, 0, 2, 0, 2, 512
14, 23, 7, 2, 3, 1, 1, 3, 511
15, 14, 16, 2, 3, 1, 8, 3, 514
16, 22, 8, 4, 2, 0, 0, 2, 513
17, 23, 7, 4, 2, 0, 0, 1, 511
18, 21, 9, 3, 2, 3, 8, 2, 514
19, 20, 10, 1, 3, 1, 8, 2, 514
20, 26, 4, 4, 2, 0, 0, 1, 513
21, 19, 11, 5, 0, 2, 0, 2, 514
22, 14, 16, 1, 3, 1, 0, 2, 514
23, 21, 9, 4, 1, 2, 0, 1, 513
24, 23, 7, 5, 0, 2, 0, 2, 514
25, 22, 8, 1, 3, 3, 1, 2, 512
26, 14, 16, 4, 1, 2, 0, 3, 513
27, 22, 8, 1, 3, 3, 1, 3, 513
28, 13, 17, 5, 0, 2, 0, 3, 513
29, 22, 8, 1, 3, 3, 1, 2, 512
30, 14, 16, 4, 1, 2, 0, 2, 514
31, 23, 7, 1, 3, 3, 0, 1, 513
