19108309292
0, 22, 8, 2, 3, 0, 1, 3, 511
1, 12, 18, 3, 1, 2, 0, 3, 513
2, 22, 8, 1, 3, 2, 1, 3, 514
3, 13, 17, 1, 3, 2, 0, 3, 514
4, 19, 11, 1, 2, 3, 1, 3, 511
5, 18, 12, 3, 1, 2, 8, 2, 513
6, 14, 16, 4, 2, 1, 1, 4, 514
7, 10, 20, 1, 3, 2, 0, 4, 512
8, 24, 6, 1, 2, 3, 1, 3, 511
9, 14, 16, 6, 0, 0, 0, 3, 514
10, 23, 7, 4, 2, 1, 1, 3, 509
11, 13, 17, 6, 0, 0, 0, 4, 514
12, 21, 9, 3, 1, 1, 0, 1, 514
13, 19, 11, 6, 0, 0, 0, 2, 514
14, 18, 12, 6, 0, 0, 0, 2, 513
15, 9, 21, 6, 0, 0, 0, 4, 514
16, 21, 9, 3, 1, 1, 0, 1, 514
17, 20, 10, 1, 3, 1, 0, 1, 513
18, 14, 16, 2, 3, 2, 0, 3, 514
19, 23, 7, 3, 2, 1, 0, 2, 514
20, 21, 9, 3, 1, 2, 0, 2, 511
21, 23, 7, 1, 3, 1, 0, 1, 514
22, 20, 10, 2, 3, 2, 8, 2, 511
23, 21, 9, 3, 2, 1, 0, 3, 514
24, 14, 16, 6, 0, 0, 8, 2, 514
25, 15, 15, 1, 3, 2, 0, 2, 512
26, 13, 17, 3, 2, 1, 0, 2, 514
27, 19, 11, 2, 3, 2, 0, 3, 513
28, 22, 8, 3, 1, 2, 0, 1, 514
29, 27, 3, 1, 3, 2, 0, 1, 513
30, 19, 11, 3, 2, 1, 8, 2, 514
31, 21, 9, 5, 0, 2, 0, 3, 514
