18005106442
0, 14, 16, 1, 3, 2, 1, 4, 513
1, 11, 19, 3, 1, 3, 1, 4, 514
2, 20, 10, 1, 3, 1, 1, 4, 512
3, 19, 11, 1, 3, 1, 0, 2, 514
4, 22, 8, 5, 0, 1, 0, 1, 513
5, 19, 11, 3, 2, 0, 1, 3, 512
6, 14, 16, 6, 0, 2, 0, 3, 514
7, 14, 16, 1, 3, 1, 1, 4, 514
8, 23, 7, 4, 2, 0, 8, 1, 511
9, 9, 21, 3, 2, 0, 0, 3, 514
10, 22, 8, 3, 2, 3, 8, 2, 510
11, 24, 6, 1, 3, 1, 8, 1, 513
12, 13, 17, 4, 2, 0, 8, 3, 514
13, 21, 9, 4, 2, 1, 8, 1, 513
14, 21, 9, 3, 1, 0, 1, 3, 514
15, 14, 16, 3, 1, 0, 8, 3, 512
16, 23, 7, 3, 1, 3, 8, 1, 511
17, 12, 18, 5, 0, 2, 8, 2, 514
18, 24, 6, 3, 1, 0, 8, 1, 511
19, 18, 12, 5, 0, 1, 0, 2, 512
20, 30, 0, 3, 2, 0, 1, 1, 511
21, 22, 8, 1, 3, 3, 0, 1, 513
22, 18, 12, 4, 1, 1, 1, 3, 514
23, 15, 15, 3, 1, 2, 0, 2, 514
24, 19, 11, 3, 2, 0, 1, 2, 514
25, 21, 9, 1, 3, 3, 1, 3, 511
26, 19, 11, 4, 1, 1, 1, 4, 514
27, 18, 12, 2, 3, 3, 1, 3, 514
28, 22, 8, 6, 0, 2, 8, 1, 513
29, 21, 9, 3, 2, 1, 8, 1, 514
30, 18, 12, 2, 3, 3, 0, 2, 514
31, 14, 16, 1, 3, 3, 8, 3, 514
