19108306292
0, 12, 18, 1, 2, 2, 1, 4, 514
1, 20, 10, 1, 2, 3, 1, 2, 512
2, 19, 11, 1, 1, 1, 1, 3, 514
3, 19, 11, 1, 1, 3, 1, 2, 514
4, 20, 10, 1, 2, 2, 1, 2, 513
5, 10, 20, 1, 2, 3, 1, 3, 514
6, 18, 12, 2, 1, 3, 1, 3, 513
7, 14, 16, 1, 1, 3, 1, 3, 511
8, 22, 8, 1, 2, 2, 1, 1, 514
9, 18, 12, 1, 3, 0, 1, 2, 514
10, 15, 15, 2, 1, 3, 1, 3, 514
11, 21, 9, 3, 2, 0, 8, 1, 514
12, 24, 6, 2, 2, 2, 1, 2, 514
13, 19, 11, 1, 3, 0, 1, 2, 514
14, 21, 9, 2, 1, 3, 1, 2, 514
15, 20, 10, 4, 2, 2, 1, 3, 511
16, 14, 16, 2, 2, 3, 1, 3, 514
17, 20, 10, 1, 3, 0, 1, 2, 514
18, 18, 12, 2, 1, 3, 0, 1, 511
19, 14, 16, 1, 3, 0, 1, 3, 514
20, 20, 10, 2, 2, 3, 1, 2, 514
21, 23, 7, 4, 1, 1, 1, 1, 511
22, 18, 12, 1, 1, 3, 0, 1, 513
23, 22, 8, 1, 3, 0, 1, 2, 513
24, 20, 10, 2, 2, 3, 1, 2, 514
25, 19, 11, 2, 3, 0, 1, 2, 514
26, 14, 16, 1, 1, 3, 1, 3, 514
27, 17, 13, 2, 3, 0, 1, 3, 514
28, 21, 9, 2, 2, 3, 1, 2, 514
29, 25, 5, 2, 3, 0, 1, 1, 513
30, 21, 9, 1, 1, 3, 1, 2, 512
31, 14, 16, 2, 3, 0, 1, 3, 514
