19108323192
0, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
1, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
2, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
3, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
4, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
5, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
6, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
7, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
8, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
9, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
10, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
11, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
12, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
13, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
14, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
15, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
16, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
17, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
18, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
19, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
20, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
21, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
22, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
23, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
24, 1.029105, 1.029105, 1.034896, 1.007515, 1.021714, 1.021714, 1.021714, 1.021714, 0.959029, 0.959029, 0.963351, 0.935911, 0.950478, 0.950478, 0.950478, 0.950478
