18005108862
0, 22, 8, 3, 1, 3, 0, 1, 511
1, 14, 16, 5, 0, 2, 0, 2, 514
2, 18, 12, 4, 1, 2, 1, 4, 512
3, 21, 9, 6, 0, 1, 0, 1, 511
4, 23, 7, 5, 0, 1, 1, 3, 509
5, 10, 20, 5, 0, 2, 1, 4, 514
6, 18, 12, 4, 1, 2, 1, 4, 514
7, 20, 10, 3, 1, 2, 1, 4, 514
8, 20, 10, 6, 0, 2, 1, 3, 514
9, 21, 9, 1, 3, 3, 1, 3, 511
10, 13, 17, 3, 1, 2, 0, 3, 514
11, 18, 12, 1, 3, 3, 1, 4, 513
12, 14, 16, 5, 0, 2, 8, 2, 510
13, 21, 9, 3, 2, 1, 8, 1, 513
14, 18, 12, 2, 3, 3, 0, 2, 514
15, 16, 14, 1, 3, 3, 8, 3, 514
16, 13, 17, 4, 2, 1, 8, 2, 512
17, 22, 8, 5, 0, 3, 0, 1, 511
18, 15, 15, 2, 3, 3, 1, 3, 511
19, 19, 11, 5, 0, 3, 8, 2, 514
20, 21, 9, 2, 3, 3, 1, 2, 514
21, 22, 8, 5, 0, 3, 0, 1, 513
22, 13, 17, 5, 0, 3, 1, 3, 514
23, 14, 16, 5, 0, 3, 8, 3, 514
24, 20, 10, 2, 3, 3, 1, 4, 514
25, 18, 12, 6, 0, 3, 8, 2, 514
26, 21, 9, 5, 0, 3, 0, 2, 514
27, 14, 16, 4, 1, 1, 8, 3, 514
28, 27, 3, 5, 0, 3, 8, 1, 511
29, 18, 12, 6, 0, 3, 0, 2, 514
30, 21, 9, 4, 1, 1, 0, 3, 512
31, 19, 11, 4, 1, 1, 0, 2, 512
