19076618222
0, 22, 8, 2, 3, 3, 0, 1, 514
1, 22, 8, 3, 2, 1, 8, 1, 513
2, 20, 10, 2, 3, 3, 8, 2, 513
3, 12, 18, 3, 1, 2, 8, 4, 514
4, 18, 12, 2, 3, 3, 0, 3, 514
5, 12, 18, 3, 2, 1, 8, 3, 514
6, 14, 16, 4, 1, 2, 0, 4, 514
7, 21, 9, 3, 1, 2, 8, 1, 514
8, 22, 8, 3, 2, 1, 0, 0, 0
9, 22, 8, 3, 2, 2, 8, 1, 511
10, 18, 12, 4, 1, 2, 8, 3, 514
11, 11, 19, 5, 2, 0, 0, 4, 514
12, 22, 8, 3, 2, 1, 0, 1, 514
13, 26, 4, 3, 2, 2, 8, 0, 0
14, 18, 12, 4, 1, 2, 8, 3, 514
15, 20, 10, 5, 2, 0, 8, 2, 514
16, 23, 7, 3, 2, 1, 0, 1, 511
17, 22, 8, 5, 1, 0, 0, 1, 514
18, 22, 8, 4, 1, 3, 0, 1, 514
19, 21, 9, 5, 2, 0, 0, 2, 512
20, 21, 9, 3, 2, 1, 0, 2, 514
21, 20, 10, 4, 2, 2, 0, 2, 514
22, 20, 10, 4, 1, 3, 0, 2, 514
23, 22, 8, 5, 2, 0, 8, 1, 513
24, 19, 11, 3, 2, 1, 0, 2, 514
25, 20, 10, 5, 0, 3, 8, 2, 514
26, 23, 7, 5, 2, 0, 8, 2, 513
27, 26, 4, 5, 2, 0, 8, 1, 511
28, 22, 8, 3, 2, 1, 0, 1, 514
29, 25, 5, 4, 2, 2, 0, 1, 512
30, 25, 5, 4, 1, 2, 0, 1, 511
31, 21, 9, 4, 1, 3, 0, 2, 514
